x_nozzle,y_nozzle
-1.0606601717798212,1.4393398282201786
-1.0522971386562836,1.4310422216121919
-1.0438691948884715,1.422810553355217
-1.0353768603516558,1.414645331217326
-1.026820658893033,1.4065470588678828
-1.0182011182994128,1.3985162358464718
-1.0095187702646602,1.3905533575320856
-1.0007741503568996,1.3826589151125672
-0.9919677979854781,1.3748333955543108
-0.9831002563676912,1.3670772815722247
-0.9741720724952758,1.3593910515999539
-0.9651837971006689,1.351775179760368
-0.9561359846230351,1.3442301358363167
-0.9470291931740671,1.3367563852416489
-0.9378639845035585,1.329354388992506
-0.9286409239647516,1.3220246036788832
-0.9193605804794656,1.3147674814364652
-0.9100235265030003,1.3075834699187354
-0.9006303379888269,1.3004730122693648
-0.8911815943530588,1.2934365470948739
-0.8816778784387107,1.2864745084375797
-0.8721197764797468,1.2795873257488202
-0.862507878064919,1.2727754238624656
-0.852842776101397,1.2660392229687112
-0.8431250667781971,1.259379138588158
-0.8333553495294046,1.252795581546183
-0.823534226997199,1.2462889579475955
-0.8136623049946795,1.2398596691515882
-0.8037401924684964,1.2335081117469784
-0.7937685014612875,1.2272346775277454
-0.7837478470739249,1.2210397534688626
-0.7736788474275728,1.2149237217024265
-0.7635621236255586,1.2088869594940856
-0.7533982997150606,1.2029298392197685
-0.7431880026486132,1.1970527283427141
-0.7329318622454344,1.1912559893908055
-0.7226305111525749,1.1855399799342057
-0.712284584805894,1.1799050525633032
-0.7018947213908622,1.174351554866961
-0.6914615618031957,1.1688798294110763
-0.6809857496093225,1.1634902137174494
-0.670467931006684,1.1581830402429634
-0.6599087547838751,1.1529586363590778
-0.6493088722806234,1.1478173243316325
-0.6386689373476115,1.142759421300972
-0.6279896063061448,1.1377852392623793
-0.6172715379076659,1.1328950850468333
-0.6065153932931202,1.128089260302081
-0.5957218359521738,1.1233680614740296
-0.5848915316822854,1.118731779788462
-0.5740251485476376,1.1141807012330711
-0.5631233568379276,1.10971510653982
-0.55218682902702,1.105335271167624
-0.5412162397314658,1.10104146528536
-0.530212265668889,1.0968339537552003
-0.5191755856162428,1.0927129961162751
-0.5081068803679405,1.088678846568663
-0.4970068326938599,1.084731753957711
-0.4858761272972277,1.0808719617586833
-0.47471545077238275,1.0770997080617444
-0.46352549156242484,1.0734152255572709
-0.4523069399167473,1.0698187415214995
-0.44106048784845975,1.066310477802506
-0.4297868290917014,1.0628906508065226
-0.41848665905884785,1.0595594714845866
-0.4071606747976155,1.0563171453195301
-0.39580957494806346,1.053163872313304
-0.3844340596994992,1.05009984697464
-0.3730348307472865,1.0471252583070543
-0.36161259124956235,1.0442402897971874
-0.3501680457838625,1.0414451194034862
-0.33870190030366004,1.038739919545227
-0.3272148620948184,1.0361248570918797
-0.31570763973196314,1.0336000933528149
-0.30418094303477344,1.0311657840673525
-0.2926354830241972,1.0288220793951552
-0.2810719718785918,1.0265691239069679
-0.26949112288979377,1.024407056575697
-0.2578936504191193,1.02233601076784
-0.2462802698532995,1.0203561142352577
-0.23465169756035148,1.0184674891072942
-0.2230086508453897,1.016670251883244
-0.2113518479063793,1.0149645134251644
-0.19968200778983392,1.0133503789510385
-0.18799985034646183,1.0118279480282841
-0.176306096186762,1.0103973145676113
-0.1646014666365735,1.0090585668172312
-0.1528866836925807,1.007811787357411
-0.1411624699777772,1.0066570530953804
